TEST,3
player,4
CHRISTIAN,99999
dsa,3
TEST,3
TEST,5
TEST,3
TEST,4
aaaa,4
asdads,3
asd,5
asddsa,4
SYCMASTERS,10
Sebas,3
ASCASCA,3
